study_id,disease_id,voc_id,log2_fold_change,disease_median,control_median,n_disease,n_control,unit,source,label_origin,note
10.1164/ajrccm.162.4.2003064,asthma,nonanal,0.5,,,,,literature_log2fc,literature_panel,literature:mixed,Elevation of Exhaled Ethane Concentration in Asthma; 10.1164/ajrccm.162.4.2003064
10.1164/ajrccm.162.4.2003064,asthma,acetone,0.35,,,,,literature_log2fc,literature_panel,literature:mixed,Elevation of Exhaled Ethane Concentration in Asthma; 10.1164/ajrccm.162.4.2003064
10.1164/ajrccm.162.4.2003064,asthma,isoprene,-0.35,,,,,literature_log2fc,literature_panel,literature:mixed,Elevation of Exhaled Ethane Concentration in Asthma; 10.1164/ajrccm.162.4.2003064
10.1164/ajrccm.162.2.9909025,copd,ethyl_acetate,-0.45,,,,,literature_log2fc,literature_panel,literature:mixed,"Exhaled Ethane, a Marker of Lipid Peroxidation, is Elevated in Chronic Obstructive Pulmonary Disease; 10.1164/ajrccm.162.2.9909025"
10.1164/ajrccm.162.2.9909025,copd,ethylbenzene,-0.45,,,,,literature_log2fc,literature_panel,literature:mixed,"Exhaled Ethane, a Marker of Lipid Peroxidation, is Elevated in Chronic Obstructive Pulmonary Disease; 10.1164/ajrccm.162.2.9909025"
10.1164/ajrccm.162.2.9909025,copd,furan,-0.45,,,,,literature_log2fc,literature_panel,literature:mixed,"Exhaled Ethane, a Marker of Lipid Peroxidation, is Elevated in Chronic Obstructive Pulmonary Disease; 10.1164/ajrccm.162.2.9909025"
10.1164/ajrccm.162.2.9909025,copd,octane,-0.45,,,,,literature_log2fc,literature_panel,literature:mixed,"Exhaled Ethane, a Marker of Lipid Peroxidation, is Elevated in Chronic Obstructive Pulmonary Disease; 10.1164/ajrccm.162.2.9909025"
10.1164/ajrccm.162.4.2003064,asthma,furan,0.65,,,,,literature_log2fc,literature_panel,literature:mixed,Elevation of Exhaled Ethane Concentration in Asthma; 10.1164/ajrccm.162.4.2003064
10.1164/ajrccm.162.4.2003064,asthma,ethylbenzene,0.65,,,,,literature_log2fc,literature_panel,literature:mixed,Elevation of Exhaled Ethane Concentration in Asthma; 10.1164/ajrccm.162.4.2003064
10.1164/ajrccm.162.4.2003064,asthma,hexane,-0.45,,,,,literature_log2fc,literature_panel,literature:mixed,Elevation of Exhaled Ethane Concentration in Asthma; 10.1164/ajrccm.162.4.2003064
10.1164/ajrccm.162.4.2003064,asthma,isopropanol,-0.45,,,,,literature_log2fc,literature_panel,literature:mixed,Elevation of Exhaled Ethane Concentration in Asthma; 10.1164/ajrccm.162.4.2003064
10.1164/ajrccm.162.4.2003064,asthma,ethanol,0.3,,,,,literature_log2fc,literature_panel,literature:mixed,Elevation of Exhaled Ethane Concentration in Asthma; 10.1164/ajrccm.162.4.2003064
10.1164/ajrccm.162.2.9909025,copd,ethane,1.654,,,,,literature_log2fc,literature_panel,literature:mixed,"Exhaled Ethane, a Marker of Lipid Peroxidation, is Elevated in Chronic Obstructive Pulmonary Disease; 10.1164/ajrccm.162.2.9909025"
10.1164/ajrccm.162.4.2003064,asthma,phenol,-0.45,,,,,literature_log2fc,literature_panel,literature:mixed,Elevation of Exhaled Ethane Concentration in Asthma; 10.1164/ajrccm.162.4.2003064
10.1164/ajrccm.162.4.2003064,asthma,pentane,0.7,,,,,literature_log2fc,literature_panel,literature:mixed,Elevation of Exhaled Ethane Concentration in Asthma; 10.1164/ajrccm.162.4.2003064
10.1164/ajrccm.162.2.9909025,copd,benzene,0.65,,,,,literature_log2fc,literature_panel,literature:mixed,"Exhaled Ethane, a Marker of Lipid Peroxidation, is Elevated in Chronic Obstructive Pulmonary Disease; 10.1164/ajrccm.162.2.9909025"
10.1164/ajrccm.162.2.9909025,copd,2_pentanone,-0.45,,,,,literature_log2fc,literature_panel,literature:mixed,"Exhaled Ethane, a Marker of Lipid Peroxidation, is Elevated in Chronic Obstructive Pulmonary Disease; 10.1164/ajrccm.162.2.9909025"
10.1164/ajrccm.162.2.9909025,copd,decanal,-0.45,,,,,literature_log2fc,literature_panel,literature:mixed,"Exhaled Ethane, a Marker of Lipid Peroxidation, is Elevated in Chronic Obstructive Pulmonary Disease; 10.1164/ajrccm.162.2.9909025"
10.1164/ajrccm.162.2.9909025,copd,dodecane,-0.45,,,,,literature_log2fc,literature_panel,literature:mixed,"Exhaled Ethane, a Marker of Lipid Peroxidation, is Elevated in Chronic Obstructive Pulmonary Disease; 10.1164/ajrccm.162.2.9909025"
10.1164/ajrccm.162.2.9909025,copd,isoprene,-0.4,,,,,literature_log2fc,literature_panel,literature:mixed,"Exhaled Ethane, a Marker of Lipid Peroxidation, is Elevated in Chronic Obstructive Pulmonary Disease; 10.1164/ajrccm.162.2.9909025"
10.1164/ajrccm.162.2.9909025,copd,acetone,0.4,,,,,literature_log2fc,literature_panel,literature:mixed,"Exhaled Ethane, a Marker of Lipid Peroxidation, is Elevated in Chronic Obstructive Pulmonary Disease; 10.1164/ajrccm.162.2.9909025"
10.1164/ajrccm.162.2.9909025,copd,2_butanone,0.4,,,,,literature_log2fc,literature_panel,literature:mixed,"Exhaled Ethane, a Marker of Lipid Peroxidation, is Elevated in Chronic Obstructive Pulmonary Disease; 10.1164/ajrccm.162.2.9909025"
10.1164/ajrccm.162.2.9909025,copd,toluene,0.35,,,,,literature_log2fc,literature_panel,literature:mixed,"Exhaled Ethane, a Marker of Lipid Peroxidation, is Elevated in Chronic Obstructive Pulmonary Disease; 10.1164/ajrccm.162.2.9909025"
10.1038/bjc.2014.361,head_neck_cancer,nonanal,0.5,,,,,literature_log2fc,literature_panel,literature:mixed,Analysis of exhaled breath for diagnosing head and neck squamous cell carcinoma: a feasibility study; 10.1038/bjc.2014.361
10.1038/bjc.2014.361,head_neck_cancer,heptanal,0.55,,,,,literature_log2fc,literature_panel,literature:mixed,Analysis of exhaled breath for diagnosing head and neck squamous cell carcinoma: a feasibility study; 10.1038/bjc.2014.361
10.1038/bjc.2014.361,head_neck_cancer,hexanal,0.7,,,,,literature_log2fc,literature_panel,literature:mixed,Analysis of exhaled breath for diagnosing head and neck squamous cell carcinoma: a feasibility study; 10.1038/bjc.2014.361
10.1038/sj.bjc.6605810,cancer_prostate,acetaldehyde,-0.062,,,,,literature_log2fc,literature_panel,literature:mixed,"Detection of lung, breast, colorectal, and prostate cancers from exhaled breath using a single array of nanosensors; 10.1038/sj.bjc.6605810"
10.1038/sj.bjc.6605810,cancer_prostate,isoprene,-0.25,,,,,literature_log2fc,literature_panel,literature:mixed,"Detection of lung, breast, colorectal, and prostate cancers from exhaled breath using a single array of nanosensors; 10.1038/sj.bjc.6605810"
10.1038/sj.bjc.6605810,cancer_prostate,2_butanone,0.3,,,,,literature_log2fc,literature_panel,literature:mixed,"Detection of lung, breast, colorectal, and prostate cancers from exhaled breath using a single array of nanosensors; 10.1038/sj.bjc.6605810"
10.1038/sj.bjc.6605810,cancer_prostate,pentane,0.45,,,,,literature_log2fc,literature_panel,literature:mixed,"Detection of lung, breast, colorectal, and prostate cancers from exhaled breath using a single array of nanosensors; 10.1038/sj.bjc.6605810"
10.1038/sj.bjc.6605810,cancer_prostate,acetone,0.35,,,,,literature_log2fc,literature_panel,literature:mixed,"Detection of lung, breast, colorectal, and prostate cancers from exhaled breath using a single array of nanosensors; 10.1038/sj.bjc.6605810"
10.1038/sj.bjc.6605810,cancer_prostate,hexanal,0.5,,,,,literature_log2fc,literature_panel,literature:mixed,"Detection of lung, breast, colorectal, and prostate cancers from exhaled breath using a single array of nanosensors; 10.1038/sj.bjc.6605810"
10.1183/09031936.00005614,ards,pentane,0.6,,,,,literature_log2fc,literature_panel,literature:mixed,Exhaled breath metabolomics as a noninvasive diagnostic tool for acute respiratory distress syndrome; 10.1183/09031936.00005614
10.1183/09031936.00005614,ards,isoprene,-0.4,,,,,literature_log2fc,literature_panel,literature:mixed,Exhaled breath metabolomics as a noninvasive diagnostic tool for acute respiratory distress syndrome; 10.1183/09031936.00005614
10.1183/09031936.00005614,ards,nonanal,0.6,,,,,literature_log2fc,literature_panel,literature:mixed,Exhaled breath metabolomics as a noninvasive diagnostic tool for acute respiratory distress syndrome; 10.1183/09031936.00005614
10.1038/sj.bjc.6605810,cancer_prostate,formaldehyde,-0.921,,,,,literature_log2fc,literature_panel,literature:mixed,"Detection of lung, breast, colorectal, and prostate cancers from exhaled breath using a single array of nanosensors; 10.1038/sj.bjc.6605810"
10.1038/bjc.2014.361,head_neck_cancer,decanal,0.45,,,,,literature_log2fc,literature_panel,literature:mixed,Analysis of exhaled breath for diagnosing head and neck squamous cell carcinoma: a feasibility study; 10.1038/bjc.2014.361
10.1038/bjc.2014.361,head_neck_cancer,isoprene,-0.3,,,,,literature_log2fc,literature_panel,literature:mixed,Analysis of exhaled breath for diagnosing head and neck squamous cell carcinoma: a feasibility study; 10.1038/bjc.2014.361
10.1038/bjc.2014.361,head_neck_cancer,2_butanone,0.6,,,,,literature_log2fc,literature_panel,literature:mixed,Analysis of exhaled breath for diagnosing head and neck squamous cell carcinoma: a feasibility study; 10.1038/bjc.2014.361
10.1164/ajrccm.162.2.9909025,copd,isopropanol,0.65,,,,,literature_log2fc,literature_panel,literature:mixed,"Exhaled Ethane, a Marker of Lipid Peroxidation, is Elevated in Chronic Obstructive Pulmonary Disease; 10.1164/ajrccm.162.2.9909025"
10.1164/ajrccm.162.2.9909025,copd,phenol,0.65,,,,,literature_log2fc,literature_panel,literature:mixed,"Exhaled Ethane, a Marker of Lipid Peroxidation, is Elevated in Chronic Obstructive Pulmonary Disease; 10.1164/ajrccm.162.2.9909025"
10.1164/ajrccm.162.2.9909025,copd,benzaldehyde,-0.45,,,,,literature_log2fc,literature_panel,literature:mixed,"Exhaled Ethane, a Marker of Lipid Peroxidation, is Elevated in Chronic Obstructive Pulmonary Disease; 10.1164/ajrccm.162.2.9909025"
10.1164/ajrccm.162.2.9909025,copd,propanol,-0.45,,,,,literature_log2fc,literature_panel,literature:mixed,"Exhaled Ethane, a Marker of Lipid Peroxidation, is Elevated in Chronic Obstructive Pulmonary Disease; 10.1164/ajrccm.162.2.9909025"
10.1164/ajrccm.162.2.9909025,copd,pentane,0.65,,,,,literature_log2fc,literature_panel,literature:mixed,"Exhaled Ethane, a Marker of Lipid Peroxidation, is Elevated in Chronic Obstructive Pulmonary Disease; 10.1164/ajrccm.162.2.9909025"
10.1164/ajrccm.162.2.9909025,copd,nonanal,0.45,,,,,literature_log2fc,literature_panel,literature:mixed,"Exhaled Ethane, a Marker of Lipid Peroxidation, is Elevated in Chronic Obstructive Pulmonary Disease; 10.1164/ajrccm.162.2.9909025"
10.1164/ajrccm.162.2.9909025,copd,hexanal,1.843,,,,,literature_log2fc,literature_panel,literature:mixed,"Exhaled Ethane, a Marker of Lipid Peroxidation, is Elevated in Chronic Obstructive Pulmonary Disease; 10.1164/ajrccm.162.2.9909025"
